Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Brand,Model,Kilometer_Range_Grade
AUDI A4 2.0 TDI 177 BHP PREMIUM PLUS,Pune,23760.88,2013,87000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,AUDI,A4 2.0 TDI 177 BHP PREMIUM PLUS,5
AUDI A4 2.0 TDI 177 BHP PREMIUM PLUS,Coimbatore,35748.63,2015,48214,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,AUDI,A4 2.0 TDI 177 BHP PREMIUM PLUS,3
AUDI A4 2.0 TDI 177 BHP PREMIUM PLUS,Bangalore,24910.6,2013,88000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,AUDI,A4 2.0 TDI 177 BHP PREMIUM PLUS,5
AUDI A4 2.0 TDI 177 BHP PREMIUM PLUS,Kolkata,26826.8,2014,40000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,AUDI,A4 2.0 TDI 177 BHP PREMIUM PLUS,2
AUDI A4 2.0 TDI 177 BHP PREMIUM PLUS,Bangalore,39473.72,2014,29063,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,AUDI,A4 2.0 TDI 177 BHP PREMIUM PLUS,2
AUDI A4 2.0 TDI 177 BHP PREMIUM PLUS,Chennai,27593.28,2014,70000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,AUDI,A4 2.0 TDI 177 BHP PREMIUM PLUS,4
AUDI A4 2.0 TDI 177 BHP PREMIUM PLUS,Kochi,32851.33,2015,13648,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,AUDI,A4 2.0 TDI 177 BHP PREMIUM PLUS,1
AUDI A4 2.0 TDI 177 BHP PREMIUM PLUS,Coimbatore,30720.52,2014,57773,Diesel,Automatic,Second,17.11,1968.0,174.33,5.0,AUDI,A4 2.0 TDI 177 BHP PREMIUM PLUS,3
AUDI A4 2.0 TDI 177 BHP PREMIUM PLUS,Kochi,21997.98,2014,77395,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,AUDI,A4 2.0 TDI 177 BHP PREMIUM PLUS,4
AUDI A4 2.0 TDI 177 BHP PREMIUM PLUS,Bangalore,37557.52,2014,21000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,AUDI,A4 2.0 TDI 177 BHP PREMIUM PLUS,2
AUDI A4 2.0 TDI 177 BHP PREMIUM PLUS,Bangalore,34491.6,2014,40000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,AUDI,A4 2.0 TDI 177 BHP PREMIUM PLUS,2
AUDI A4 2.0 TDI 177 BHP TECHNOLOGY EDITION,Bangalore,39856.96,2014,29000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,AUDI,A4 2.0 TDI 177 BHP TECHNOLOGY EDITION,2
AUDI A4 2.0 TDI 177 BHP TECHNOLOGY EDITION,Bangalore,38324.0,2014,24000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,AUDI,A4 2.0 TDI 177 BHP TECHNOLOGY EDITION,2
AUDI A4 2.0 TDI 177 BHP TECHNOLOGY EDITION,Pune,26918.78,2013,87001,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,AUDI,A4 2.0 TDI 177 BHP TECHNOLOGY EDITION,5
AUDI A4 2.0 TDI CELEBRATION EDITION,Delhi,14946.36,2011,57000,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,AUDI,A4 2.0 TDI CELEBRATION EDITION,3
AUDI A4 2.0 TDI MULTITRONIC,Ahmedabad,35258.08,2015,13000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,AUDI,A4 2.0 TDI MULTITRONIC,1
AUDI A4 2.0 TDI MULTITRONIC,Delhi,16862.56,2011,58000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,AUDI,A4 2.0 TDI MULTITRONIC,3
AUDI A4 2.0 TDI MULTITRONIC,Jaipur,22227.92,2011,105000,Diesel,Automatic,Second,16.55,1968.0,140.0,5.0,AUDI,A4 2.0 TDI MULTITRONIC,6
AUDI A4 2.0 TDI MULTITRONIC,Delhi,12233.02,2009,88000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,AUDI,A4 2.0 TDI MULTITRONIC,5
AUDI A4 2.0 TDI MULTITRONIC,Ahmedabad,28359.76,2012,74002,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,AUDI,A4 2.0 TDI MULTITRONIC,4
AUDI A4 2.0 TDI MULTITRONIC,Delhi,15329.6,2010,59000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,AUDI,A4 2.0 TDI MULTITRONIC,3
AUDI A4 2.0 TDI MULTITRONIC,Ahmedabad,19162.0,2011,59000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,AUDI,A4 2.0 TDI MULTITRONIC,3
AUDI A4 2.0 TDI MULTITRONIC,Hyderabad,31425.68,2014,53000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,AUDI,A4 2.0 TDI MULTITRONIC,3
AUDI A4 2.0 TDI MULTITRONIC,Jaipur,20694.96,2012,65664,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,AUDI,A4 2.0 TDI MULTITRONIC,4
AUDI A4 2.0 TDI MULTITRONIC,Bangalore,24910.6,2012,88000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,AUDI,A4 2.0 TDI MULTITRONIC,5
AUDI A4 2.0 TDI MULTITRONIC,Hyderabad,18012.28,2013,55000,Diesel,Automatic,Second,16.55,1968.0,140.0,5.0,AUDI,A4 2.0 TDI MULTITRONIC,3
AUDI A4 2.0 TDI PREMIUM SPORT LIMITED EDITION,Coimbatore,35947.91,2015,21979,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,AUDI,A4 2.0 TDI PREMIUM SPORT LIMITED EDITION,2
AUDI A4 2.0 TDI PREMIUM SPORT LIMITED EDITION,Bangalore,35947.91,2014,36000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,AUDI,A4 2.0 TDI PREMIUM SPORT LIMITED EDITION,2
AUDI A4 2.0 TDI PREMIUM SPORT LIMITED EDITION,Coimbatore,39565.7,2015,44811,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,AUDI,A4 2.0 TDI PREMIUM SPORT LIMITED EDITION,3
AUDI A4 2.0 TFSI,Mumbai,18395.52,2011,38000,Petrol,Automatic,First,10.8,1984.0,132.0,5.0,AUDI,A4 2.0 TFSI,2
AUDI A4 3.0 TDI QUATTRO,Bangalore,37557.52,2014,30000,Diesel,Automatic,First,14.94,2967.0,241.4,5.0,AUDI,A4 3.0 TDI QUATTRO,2
AUDI A4 3.0 TDI QUATTRO,Coimbatore,38354.66,2015,35463,Diesel,Automatic,First,14.94,2967.0,241.4,5.0,AUDI,A4 3.0 TDI QUATTRO,2
AUDI A4 3.0 TDI QUATTRO PREMIUM,Coimbatore,24695.99,2012,46913,Diesel,Automatic,First,14.94,2967.0,241.4,5.0,AUDI,A4 3.0 TDI QUATTRO PREMIUM,3
AUDI A4 3.0 TDI QUATTRO PREMIUM,Kolkata,15023.01,2010,30000,Diesel,Automatic,First,14.94,2967.0,241.4,5.0,AUDI,A4 3.0 TDI QUATTRO PREMIUM,2
AUDI A4 3.0 TDI QUATTRO PREMIUM,Bangalore,24695.99,2011,45000,Diesel,Automatic,First,14.94,2967.0,241.4,5.0,AUDI,A4 3.0 TDI QUATTRO PREMIUM,3
AUDI A4 30 TFSI PREMIUM PLUS,Kochi,33311.22,2017,61221,Petrol,Automatic,First,17.84,1395.0,147.51,5.0,AUDI,A4 30 TFSI PREMIUM PLUS,4
AUDI A4 35 TDI PREMIUM,Coimbatore,39473.72,2016,39644,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,AUDI,A4 35 TDI PREMIUM,2
AUDI A4 35 TDI PREMIUM,Hyderabad,38324.0,2015,50000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,AUDI,A4 35 TDI PREMIUM,3
AUDI A4 35 TDI PREMIUM,Coimbatore,37925.43,2016,68193,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,AUDI,A4 35 TDI PREMIUM,4
AUDI A4 35 TDI PREMIUM,Bangalore,36407.8,2015,58970,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,AUDI,A4 35 TDI PREMIUM,3
AUDI A4 35 TDI PREMIUM,Coimbatore,39305.09,2016,39237,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,AUDI,A4 35 TDI PREMIUM,2
AUDI A4 35 TDI PREMIUM,Hyderabad,38324.0,2015,60000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,AUDI,A4 35 TDI PREMIUM,3
AUDI A4 35 TDI PREMIUM PLUS,Kochi,33203.91,2015,13506,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,AUDI,A4 35 TDI PREMIUM PLUS,1
AUDI A4 35 TDI PREMIUM PLUS,Coimbatore,37358.24,2014,28469,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,AUDI,A4 35 TDI PREMIUM PLUS,2
AUDI A4 35 TDI PREMIUM PLUS,Coimbatore,81461.49,2016,60249,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,AUDI,A4 35 TDI PREMIUM PLUS,4
AUDI A4 35 TDI PREMIUM PLUS,Coimbatore,25324.5,2013,58629,Diesel,Automatic,Second,18.25,1968.0,187.74,5.0,AUDI,A4 35 TDI PREMIUM PLUS,3
AUDI A4 35 TDI PREMIUM SPORT,Chennai,42922.88,2016,11000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,AUDI,A4 35 TDI PREMIUM SPORT,1
AUDI A4 35 TDI TECHNOLOGY,Hyderabad,65917.28,2017,14000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,AUDI,A4 35 TDI TECHNOLOGY,1
AUDI A4 35 TDI TECHNOLOGY,Hyderabad,38324.0,2015,45000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,AUDI,A4 35 TDI TECHNOLOGY,3
AUDI A4 35 TDI TECHNOLOGY,Hyderabad,85247.91,2015,59000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,AUDI,A4 35 TDI TECHNOLOGY,3
AUDI A4 35 TDI TECHNOLOGY EDITION,Hyderabad,41389.92,2015,30000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,AUDI,A4 35 TDI TECHNOLOGY EDITION,2
AUDI A4 35 TDI TECHNOLOGY EDITION,Kochi,50449.71,2019,38163,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,AUDI,A4 35 TDI TECHNOLOGY EDITION,2
AUDI A4 NEW 2.0 TDI MULTITRONIC,Delhi,20694.96,2012,44555,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,AUDI,A4 NEW 2.0 TDI MULTITRONIC,3
AUDI A4 NEW 2.0 TDI MULTITRONIC,Jaipur,24527.36,2012,60000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,AUDI,A4 NEW 2.0 TDI MULTITRONIC,3
AUDI A4 NEW 2.0 TDI MULTITRONIC,Coimbatore,27194.71,2013,40670,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,AUDI,A4 NEW 2.0 TDI MULTITRONIC,3
AUDI A4 NEW 2.0 TDI MULTITRONIC,Delhi,15636.19,2012,60000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,AUDI,A4 NEW 2.0 TDI MULTITRONIC,3
AUDI A4 NEW 2.0 TDI MULTITRONIC,Delhi,15866.14,2012,60000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,AUDI,A4 NEW 2.0 TDI MULTITRONIC,3
AUDI A4 NEW 2.0 TDI MULTITRONIC,Delhi,15712.84,2012,69000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,AUDI,A4 NEW 2.0 TDI MULTITRONIC,4
AUDI A4 NEW 2.0 TDI MULTITRONIC,Kolkata,14946.36,2008,17000,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,AUDI,A4 NEW 2.0 TDI MULTITRONIC,1
AUDI A4 NEW 2.0 TDI MULTITRONIC,Delhi,15712.84,2012,67000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,AUDI,A4 NEW 2.0 TDI MULTITRONIC,4
AUDI A6 2.0 TDI DESIGN EDITION,Kochi,32958.64,2012,78979,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,AUDI,A6 2.0 TDI DESIGN EDITION,4
AUDI A6 2.0 TDI DESIGN EDITION,Kolkata,25293.84,2012,27090,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,AUDI,A6 2.0 TDI DESIGN EDITION,2
AUDI A6 2.0 TDI DESIGN EDITION,Hyderabad,44455.84,2014,48000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,AUDI,A6 2.0 TDI DESIGN EDITION,3
AUDI A6 2.0 TDI DESIGN EDITION,Delhi,45222.32,2014,56000,Diesel,Automatic,Second,18.53,1968.0,187.74,5.0,AUDI,A6 2.0 TDI DESIGN EDITION,3
AUDI A6 2.7 TDI,Pune,17629.04,2011,112719,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,AUDI,A6 2.7 TDI,6
AUDI A6 2.7 TDI,Ahmedabad,12263.68,2009,78000,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,AUDI,A6 2.7 TDI,4
AUDI A6 2.7 TDI,Kolkata,17629.04,2010,35000,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,AUDI,A6 2.7 TDI,2
AUDI A6 2.7 TDI,Kolkata,17629.04,2010,35010,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,AUDI,A6 2.7 TDI,2
AUDI A6 2.7 TDI,Bangalore,34491.6,2013,90000,Diesel,Automatic,Second,12.4,2698.0,179.5,5.0,AUDI,A6 2.7 TDI,5
AUDI A6 2.7 TDI,Mumbai,13719.99,2009,30000,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,AUDI,A6 2.7 TDI,2
AUDI A6 2.8 FSI,Ahmedabad,16096.08,2008,41000,Petrol,Automatic,Second,10.4,2773.0,201.0,5.0,AUDI,A6 2.8 FSI,3
AUDI A6 2011-2015 2.0 TDI,Hyderabad,26918.78,2014,98000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI,5
AUDI A6 2011-2015 2.0 TDI,Mumbai,25554.44,2013,49000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI,3
AUDI A6 2011-2015 2.0 TDI,Kochi,25554.44,2014,54862,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI,3
AUDI A6 2011-2015 2.0 TDI,Kochi,30843.16,2014,62012,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI,4
AUDI A6 2011-2015 2.0 TDI,Hyderabad,36775.71,2013,70181,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI,4
AUDI A6 2011-2015 2.0 TDI,Kochi,26918.78,2013,91903,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI,5
AUDI A6 2011-2015 2.0 TDI,Kochi,25554.44,2015,42741,Diesel,Automatic,Second,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI,3
AUDI A6 2011-2015 2.0 TDI,Coimbatore,31532.99,2013,70998,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI,4
AUDI A6 2011-2015 2.0 TDI PREMIUM PLUS,Coimbatore,18855.41,2014,114831,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI PREMIUM PLUS,6
AUDI A6 2011-2015 2.0 TDI PREMIUM PLUS,Kochi,31839.58,2015,65438,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI PREMIUM PLUS,4
AUDI A6 2011-2015 2.0 TDI PREMIUM PLUS,Coimbatore,36622.41,2014,49964,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI PREMIUM PLUS,3
AUDI A6 2011-2015 2.0 TDI PREMIUM PLUS,Kolkata,29049.59,2013,31000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI PREMIUM PLUS,2
AUDI A6 2011-2015 2.0 TDI PREMIUM PLUS,Mumbai,29126.24,2012,62500,Diesel,Automatic,Second,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI PREMIUM PLUS,4
AUDI A6 2011-2015 2.0 TDI PREMIUM PLUS,Delhi,44072.6,2013,20000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI PREMIUM PLUS,1
AUDI A6 2011-2015 2.0 TDI PREMIUM PLUS,Mumbai,30352.61,2013,56500,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI PREMIUM PLUS,3
AUDI A6 2011-2015 2.0 TDI PREMIUM PLUS,Mumbai,35181.43,2014,40000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI PREMIUM PLUS,2
AUDI A6 2011-2015 2.0 TDI PREMIUM PLUS,Kochi,31701.615,2015,48222,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI PREMIUM PLUS,3
AUDI A6 2011-2015 2.0 TDI PREMIUM PLUS,Coimbatore,38354.66,2014,66882,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI PREMIUM PLUS,4
AUDI A6 2011-2015 2.0 TDI PREMIUM PLUS,Delhi,32115.510000000002,2013,40000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI PREMIUM PLUS,2
AUDI A6 2011-2015 2.0 TDI PREMIUM PLUS,Mumbai,26826.8,2012,50000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI PREMIUM PLUS,3
AUDI A6 2011-2015 2.0 TDI PREMIUM PLUS,Kochi,33050.62,2014,57456,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI PREMIUM PLUS,3
AUDI A6 2011-2015 2.0 TDI PREMIUM PLUS,Delhi,28359.76,2014,58000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI PREMIUM PLUS,3
AUDI A6 2011-2015 2.0 TDI PREMIUM PLUS,Pune,32192.16,2013,85000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI PREMIUM PLUS,5
AUDI A6 2011-2015 2.0 TDI PREMIUM PLUS,Kochi,33648.47,2014,51495,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI PREMIUM PLUS,3
AUDI A6 2011-2015 2.0 TDI PREMIUM PLUS,Bangalore,32115.510000000002,2013,40000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI PREMIUM PLUS,2
AUDI A6 2011-2015 2.0 TDI PREMIUM PLUS,Hyderabad,18855.41,2012,202082,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI PREMIUM PLUS,6
AUDI A6 2011-2015 2.0 TDI PREMIUM PLUS,Kochi,31839.58,2014,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI PREMIUM PLUS,4
AUDI A6 2011-2015 2.0 TDI PREMIUM PLUS,Kolkata,31701.615,2014,60000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI PREMIUM PLUS,3
AUDI A6 2011-2015 2.0 TDI TECHNOLOGY,Kochi,32958.64,2015,66095,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI TECHNOLOGY,4
AUDI A6 2011-2015 2.0 TDI TECHNOLOGY,Chennai,35886.595,2014,51843,Diesel,Automatic,Third,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI TECHNOLOGY,3
AUDI A6 2011-2015 2.0 TDI TECHNOLOGY,Kochi,41052.67,2015,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 2.0 TDI TECHNOLOGY,2
AUDI A6 2011-2015 3.0 TDI QUATTRO PREMIUM PLUS,Pune,44455.84,2012,50001,Diesel,Automatic,First,14.57,2967.0,241.38,5.0,AUDI,A6 2011-2015 3.0 TDI QUATTRO PREMIUM PLUS,3
AUDI A6 2011-2015 35 TDI PREMIUM,Kochi,60674.56,2016,55331,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 35 TDI PREMIUM,3
AUDI A6 2011-2015 35 TDI PREMIUM,Kochi,38799.22,2015,21730,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 35 TDI PREMIUM,2
AUDI A6 2011-2015 35 TDI PREMIUM,Coimbatore,60674.56,2018,48367,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,AUDI,A6 2011-2015 35 TDI PREMIUM,3
